cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,,,,,
1098,456,18,2013-05-25 07:37:01 UTC,2%,"$73,201.54 ","$95,229.01 ","$22,027.47 ","$1,782.23 ",120,6,Aprovada,,,,,
1187,86,18,2020-12-17 04:14:39 UTC,2%,"$127,345.90 ","$162,276.53 ","$34,930.63 ","$3,399.15 ",72,1,Aprovada,,,,,
1565,954,18,2016-05-29 22:28:51 UTC,2%,"$130,883.38 ","$173,686.83 ","$42,803.45 ","$4,184.57 ",43,1,Aprovada,,,,,
1651,701,18,2012-11-28 06:18:36 UTC,2%,"$146,684.84 ","$186,257.79 ","$39,572.95 ","$3,414.54 ",82,0,Aprovada,,,,,
36,417,19,2014-11-23 10:33:37 UTC,1%,"$28,777.16 ","$35,598.90 ","$6,821.74 ",$584.28 ,71,4,Aprovada,,,,,
1200,496,19,2015-08-15 04:40:56 UTC,2%,"$10,287.98 ","$13,308.56 ","$3,020.58 ",$224.11 ,108,1,Aprovada,,,,,
1328,483,19,2019-05-26 07:29:16 UTC,2%,"$25,382.65 ","$47,916.56 ","$22,533.91 ","$1,125.82 ",28,2,Aprovada,,,,,
345,17,20,2022-11-06 18:59:43 UTC,1%,"$60,101.06 ","$71,835.44 ","$11,734.38 ","$2,003.55 ",37,6,Aprovada,,,,,
485,338,20,2021-03-30 08:59:12 UTC,2%,"$142,181.29 ","$213,555.40 ","$71,374.11 ","$4,019.60 ",84,1,Aprovada,,,,,
718,8,20,2015-08-31 17:07:51 UTC,2%,"$2,441.85 ","$4,169.50 ","$1,727.65 ",$53.77 ,117,5,Aprovada,,,,,
969,249,20,2022-11-19 02:07:57 UTC,2%,"$58,196.38 ","$78,917.69 ","$20,721.31 ","$1,686.25 ",54,4,Aprovada,,,,,
1059,664,20,2015-02-13 08:23:23 UTC,1%,"$130,742.02 ","$241,005.07 ","$110,263.05 ","$7,465.87 ",20,1,Aprovada,,,,,
1165,762,20,2021-09-05 10:11:36 UTC,2%,"$91,244.25 ","$174,521.30 ","$83,277.05 ","$2,769.98 ",62,2,Aprovada,,,,,
1366,873,20,2015-12-20 17:55:07 UTC,2%,"$70,207.37 ","$86,108.79 ","$15,901.42 ","$1,359.31 ",101,0,Aprovada,,,,,
140,383,21,2014-09-26 23:28:51 UTC,2%,"$124,861.41 ","$189,588.52 ","$64,727.11 ","$2,394.46 ",112,1,Aprovada,,,,,
867,467,21,2013-11-13 21:05:12 UTC,1%,"$79,939.94 ","$159,313.51 ","$79,373.57 ","$2,386.29 ",41,3,Aprovada,,,,,
1158,985,21,2022-02-28 18:30:43 UTC,2%,"$82,772.42 ","$128,290.86 ","$45,518.44 ","$3,322.05 ",34,4,Aprovada,,,,,
1265,16,21,2022-01-29 05:42:08 UTC,2%,"$74,746.45 ","$114,570.17 ","$39,823.72 ","$2,024.58 ",78,1,Aprovada,,,,,
1456,937,21,2013-05-14 07:59:02 UTC,2%,"$22,199.42 ","$38,132.46 ","$15,933.04 ",$542.07 ,91,2,Aprovada,,,,,
1720,418,21,2011-02-01 18:03:20 UTC,1%,"$145,031.99 ","$234,466.30 ","$89,434.31 ","$8,707.53 ",18,1,Aprovada,,,,,
1819,930,21,2011-01-25 16:06:19 UTC,2%,"$63,930.41 ","$76,288.84 ","$12,358.43 ","$1,337.11 ",86,1,Aprovada,,,,,
1886,422,21,2019-08-27 10:42:26 UTC,2%,"$151,729.73 ","$234,388.14 ","$82,658.41 ","$3,162.78 ",95,4,Aprovada,,,,,
207,799,22,2022-03-21 07:33:13 UTC,1%,"$161,775.67 ","$206,714.34 ","$44,938.67 ","$3,199.69 ",75,2,Aprovada,,,,,
404,47,22,2018-10-13 02:02:03 UTC,1%,"$128,596.07 ","$246,726.47 ","$118,130.40 ","$2,431.85 ",81,5,Aprovada,,,,,
441,831,22,2012-03-06 21:29:25 UTC,1%,"$41,662.14 ","$49,729.71 ","$8,067.57 ",$967.40 ,63,1,Aprovada,,,,,
1175,230,22,2015-05-01 17:02:44 UTC,2%,"$26,189.27 ","$41,339.86 ","$15,150.59 ",$600.18 ,114,0,Aprovada,,,,,
1693,171,22,2022-06-09 07:29:31 UTC,2%,"$137,832.32 ","$200,827.95 ","$62,995.63 ","$3,895.53 ",55,2,Aprovada,,,,,
1900,111,22,2019-10-30 05:15:55 UTC,2%,"$21,407.75 ","$39,079.51 ","$17,671.76 ",$404.91 ,109,1,Aprovada,,,,,
1960,789,22,2020-02-27 11:47:44 UTC,1%,"$94,618.14 ","$139,340.00 ","$44,721.86 ","$1,711.35 ",108,5,Aprovada,,,,,
103,545,23,2020-10-12 23:19:47 UTC,2%,"$59,138.72 ","$87,311.69 ","$28,172.97 ","$2,141.25 ",46,4,Aprovada,,,,,
212,284,23,2010-04-05 23:29:04 UTC,1%,"$41,714.96 ","$71,742.40 ","$30,027.44 ","$7,297.11 ",6,2,Aprovada,,,,,
394,228,23,2022-01-29 18:25:44 UTC,2%,"$136,501.84 ","$215,503.84 ","$79,002.00 ","$6,708.51 ",27,4,Aprovada,,,,,
492,934,23,2013-07-20 14:08:38 UTC,2%,"$50,523.56 ","$94,411.57 ","$43,888.01 ","$1,590.97 ",50,0,Aprovada,,,,,
644,262,23,2014-05-30 21:29:15 UTC,2%,"$4,841.48 ","$6,072.16 ","$1,230.68 ",$197.93 ,33,6,Aprovada,,,,,
646,865,23,2019-05-28 12:32:52 UTC,2%,"$56,963.56 ","$79,022.68 ","$22,059.12 ","$1,407.51 ",97,3,Aprovada,,,,,
1117,163,23,2022-05-31 00:13:10 UTC,1%,"$122,068.51 ","$186,353.63 ","$64,285.12 ","$18,107.28 ",7,6,Aprovada,,,,,
1346,564,23,2019-10-16 18:06:37 UTC,2%,"$1,338.95 ","$2,252.54 ",$913.59 ,$35.03 ,67,6,Aprovada,,,,,
1359,178,23,2020-04-09 20:22:33 UTC,2%,"$93,336.67 ","$172,384.14 ","$79,047.47 ","$2,742.03 ",66,1,Aprovada,,,,,
1813,607,23,2010-06-11 21:10:42 UTC,2%,"$176,121.08 ","$249,974.50 ","$73,853.42 ","$3,554.33 ",95,6,Aprovada,,,,,
232,31,24,2016-07-12 02:25:24 UTC,2%,"$6,717.59 ","$10,247.01 ","$3,529.42 ",$216.48 ,50,6,Aprovada,,,,,
410,235,24,2010-11-23 13:19:06 UTC,2%,"$105,045.03 ","$195,552.16 ","$90,507.13 ","$18,589.04 ",6,0,Aprovada,,,,,
539,66,24,2016-09-05 11:44:56 UTC,2%,"$119,049.78 ","$165,184.97 ","$46,135.19 ","$2,661.01 ",103,3,Aprovada,,,,,
844,103,24,2021-03-25 03:03:51 UTC,2%,"$83,759.77 ","$112,593.50 ","$28,833.73 ","$2,245.25 ",100,3,Aprovada,,,,,
869,742,24,2010-09-09 06:15:00 UTC,1%,"$115,173.42 ","$156,347.13 ","$41,173.71 ","$2,327.30 ",74,6,Aprovada,,,,,
1057,345,24,2018-12-02 11:26:32 UTC,1%,"$89,573.82 ","$133,208.94 ","$43,635.12 ","$1,629.13 ",91,6,Aprovada,,,,,
1089,539,24,2022-12-15 03:49:02 UTC,2%,"$188,744.63 ","$235,327.59 ","$46,582.96 ","$5,980.02 ",58,5,Aprovada,,,,,
1296,76,24,2019-10-18 16:45:06 UTC,1%,"$128,762.56 ","$212,397.11 ","$83,634.55 ","$8,367.64 ",17,6,Aprovada,,,,,
1505,8,24,2010-04-12 11:33:17 UTC,2%,"$67,263.72 ","$114,766.43 ","$47,502.71 ","$1,865.08 ",72,3,Aprovada,,,,,
799,618,25,2018-08-23 13:16:19 UTC,2%,"$2,906.22 ","$3,695.82 ",$789.60 ,$62.65 ,100,6,Aprovada,,,,,
1365,710,25,2020-04-04 01:23:26 UTC,1%,"$37,744.22 ","$69,065.94 ","$31,321.72 ",$713.39 ,82,5,Aprovada,,,,,
1812,507,25,2022-04-13 21:51:20 UTC,2%,"$142,957.99 ","$169,267.55 ","$26,309.56 ","$9,483.70 ",19,4,Aprovada,,,,,
1852,129,25,2012-01-25 08:18:28 UTC,2%,"$50,533.37 ","$59,810.97 ","$9,277.60 ","$1,295.62 ",85,3,Aprovada,,,,,
1916,649,25,2017-08-01 22:41:54 UTC,2%,"$185,615.91 ","$239,372.09 ","$53,756.18 ","$39,037.74 ",5,2,Aprovada,,,,,
1999,172,25,2018-09-23 18:10:17 UTC,2%,"$175,384.05 ","$231,785.51 ","$56,401.46 ","$8,026.03 ",30,1,Aprovada,,,,,
551,430,26,2013-07-10 20:41:18 UTC,1%,"$58,362.56 ","$81,052.49 ","$22,689.93 ","$1,023.20 ",88,6,Aprovada,,,,,
1626,513,26,2014-06-09 05:47:59 UTC,1%,"$137,529.13 ","$214,897.57 ","$77,368.44 ","$8,730.40 ",17,2,Aprovada,,,,,
29,538,27,2017-08-15 14:03:52 UTC,2%,"$171,981.10 ","$246,294.43 ","$74,313.33 ","$4,520.45 ",103,4,Aprovada,,,,,
229,84,27,2015-08-30 05:42:17 UTC,2%,"$118,458.24 ","$228,609.83 ","$110,151.59 ","$3,427.41 ",73,2,Aprovada,,,,,
796,130,27,2013-11-22 04:33:04 UTC,2%,"$47,842.76 ","$72,629.65 ","$24,786.89 ","$1,498.23 ",63,6,Aprovada,,,,,
866,755,27,2018-01-10 10:51:26 UTC,1%,"$60,983.76 ","$73,423.36 ","$12,439.60 ","$61,703.37 ",1,0,Aprovada,,,,,
1609,462,27,2014-03-22 17:34:07 UTC,1%,"$127,976.70 ","$199,943.62 ","$71,966.92 ","$2,185.99 ",113,4,Aprovada,,,,,
1633,777,27,2020-10-19 11:04:57 UTC,1%,"$114,343.15 ","$184,175.48 ","$69,832.33 ","$3,675.16 ",42,1,Aprovada,,,,,
1014,892,28,2013-06-01 16:23:06 UTC,2%,"$70,984.26 ","$128,636.52 ","$57,652.26 ","$1,809.22 ",71,6,Aprovada,,,,,
1027,531,28,2016-12-17 12:43:27 UTC,2%,"$88,808.13 ","$155,708.91 ","$66,900.78 ","$2,165.38 ",69,6,Aprovada,,,,,
1465,528,28,2020-08-01 04:30:13 UTC,1%,"$74,060.95 ","$133,815.42 ","$59,754.47 ","$2,462.11 ",40,2,Aprovada,,,,,
1632,353,28,2014-04-11 14:33:47 UTC,2%,"$55,065.81 ","$82,963.36 ","$27,897.55 ","$3,393.49 ",19,5,Aprovada,,,,,
244,897,29,2010-05-06 16:37:46 UTC,2%,"$166,883.00 ","$215,072.28 ","$48,189.28 ","$3,779.63 ",100,1,Aprovada,,,,,
415,809,29,2013-10-05 01:52:30 UTC,1%,"$14,248.82 ","$25,973.56 ","$11,724.74 ",$399.04 ,51,4,Aprovada,,,,,
661,322,29,2016-06-07 05:12:20 UTC,2%,"$27,437.23 ","$41,036.39 ","$13,599.16 ",$951.95 ,43,6,Aprovada,,,,,
1490,343,29,2019-04-15 20:24:05 UTC,1%,"$64,058.78 ","$81,232.93 ","$17,174.15 ","$1,536.09 ",60,2,Aprovada,,,,,
1844,194,29,2022-07-31 01:48:53 UTC,2%,"$33,538.98 ","$62,563.05 ","$29,024.07 ","$1,005.28 ",52,3,Aprovada,,,,,
344,321,30,2016-01-08 13:45:59 UTC,1%,"$106,031.55 ","$131,782.86 ","$25,751.31 ","$1,613.43 ",96,2,Aprovada,,,,,
717,745,30,2019-08-31 16:50:05 UTC,2%,"$160,500.60 ","$205,409.47 ","$44,908.87 ","$4,942.34 ",54,3,Aprovada,,,,,
1395,113,30,2012-08-21 12:34:22 UTC,1%,"$174,234.15 ","$219,599.10 ","$45,364.95 ","$3,204.52 ",81,5,Aprovada,,,,,
1525,38,30,2010-05-11 13:57:51 UTC,2%,"$82,323.93 ","$159,786.54 ","$77,462.61 ","$2,250.03 ",87,1,Aprovada,,,,,
517,214,31,2016-12-16 00:37:43 UTC,1%,"$111,572.82 ","$153,338.99 ","$41,766.17 ","$1,756.61 ",118,0,Aprovada,,,,,
571,91,31,2013-03-12 01:04:48 UTC,2%,"$166,245.34 ","$234,298.09 ","$68,052.75 ","$4,067.23 ",96,4,Aprovada,,,,,
632,27,31,2018-03-08 03:56:29 UTC,2%,"$51,916.82 ","$97,820.47 ","$45,903.65 ","$1,292.81 ",115,1,Aprovada,,,,,
1947,25,31,2019-10-13 04:55:16 UTC,2%,"$38,412.70 ","$57,038.14 ","$18,625.44 ",$925.70 ,67,2,Aprovada,,,,,
127,543,32,2010-03-30 19:16:31 UTC,2%,"$105,249.32 ","$190,305.51 ","$85,056.19 ","$107,743.73 ",1,1,Aprovada,,,,,
241,622,32,2020-05-29 09:53:02 UTC,2%,"$138,378.45 ","$210,778.11 ","$72,399.66 ","$4,730.20 ",53,0,Aprovada,,,,,
532,233,32,2010-06-19 10:22:36 UTC,2%,"$82,398.31 ","$162,916.81 ","$80,518.50 ","$1,957.74 ",94,3,Aprovada,,,,,
807,198,32,2019-08-12 10:18:04 UTC,2%,"$122,758.14 ","$144,641.60 ","$21,883.46 ","$7,032.49 ",22,3,Aprovada,,,,,
1307,456,32,2010-04-17 20:23:09 UTC,2%,"$40,720.83 ","$55,404.42 ","$14,683.59 ",$981.65 ,112,4,Aprovada,,,,,
1704,469,32,2019-12-28 08:48:19 UTC,1%,"$88,559.03 ","$126,308.79 ","$37,749.76 ","$4,203.61 ",24,6,Aprovada,,,,,
1801,245,32,2014-08-15 14:10:10 UTC,1%,"$113,789.99 ","$164,380.18 ","$50,590.19 ","$2,116.79 ",80,1,Aprovada,,,,,
330,621,33,2017-11-10 20:03:05 UTC,2%,"$11,082.10 ","$16,645.08 ","$5,562.98 ",$297.59 ,58,4,Aprovada,,,,,
367,119,33,2018-05-20 15:41:42 UTC,2%,"$146,630.94 ","$184,393.24 ","$37,762.30 ","$3,635.27 ",65,2,Aprovada,,,,,
611,483,33,2016-07-30 09:42:14 UTC,1%,"$137,328.72 ","$179,932.71 ","$42,603.99 ","$2,381.19 ",98,3,Aprovada,,,,,
630,507,33,2018-09-14 07:13:05 UTC,2%,"$117,524.96 ","$153,134.66 ","$35,609.70 ","$2,389.14 ",111,2,Aprovada,,,,,
1273,879,33,2017-10-18 23:41:49 UTC,2%,"$46,211.83 ","$73,390.74 ","$27,178.91 ",$905.77 ,109,4,Aprovada,,,,,
1761,754,33,2019-06-28 21:41:31 UTC,2%,"$99,966.57 ","$196,939.35 ","$96,972.78 ","$5,566.62 ",22,6,Aprovada,,,,,
30,597,34,2015-06-12 18:00:04 UTC,2%,"$6,994.27 ","$12,559.56 ","$5,565.29 ",$660.56 ,12,0,Aprovada,,,,,
652,820,34,2017-10-21 01:53:05 UTC,2%,"$134,896.61 ","$235,065.04 ","$100,168.43 ","$3,213.10 ",79,1,Aprovada,,,,,
910,674,34,2022-04-23 03:15:25 UTC,2%,"$15,301.50 ","$19,535.75 ","$4,234.25 ","$4,053.71 ",4,3,Aprovada,,,,,
942,996,34,2017-07-17 01:38:56 UTC,2%,"$27,171.22 ","$39,834.81 ","$12,663.59 ","$1,825.15 ",18,1,Aprovada,,,,,
1329,408,34,2012-12-24 15:49:55 UTC,1%,"$66,375.29 ","$93,476.75 ","$27,101.46 ","$1,723.47 ",51,0,Aprovada,,,,,
1449,86,34,2010-11-19 22:12:37 UTC,2%,"$71,251.06 ","$96,174.12 ","$24,923.06 ","$1,592.74 ",83,3,Aprovada,,,,,
625,928,35,2010-06-07 18:21:16 UTC,1%,"$96,230.70 ","$164,544.85 ","$68,314.15 ","$16,850.67 ",6,2,Aprovada,,,,,
773,853,35,2015-10-30 01:22:06 UTC,2%,"$52,439.15 ","$98,620.47 ","$46,181.32 ",$964.73 ,116,1,Aprovada,,,,,
1150,448,35,2011-01-17 21:57:55 UTC,2%,"$177,185.45 ","$228,871.58 ","$51,686.13 ","$9,496.32 ",25,5,Aprovada,,,,,
220,348,36,2011-04-20 11:20:44 UTC,2%,"$140,109.12 ","$206,360.66 ","$66,251.54 ","$2,914.90 ",98,4,Aprovada,,,,,
531,350,36,2022-07-22 20:55:01 UTC,2%,"$30,191.21 ","$41,208.08 ","$11,016.87 ","$1,294.52 ",33,2,Aprovada,,,,,
1228,178,36,2020-07-13 08:18:58 UTC,2%,"$121,580.95 ","$150,264.55 ","$28,683.60 ","$3,423.47 ",56,6,Aprovada,,,,,
1448,255,36,2016-07-28 11:52:04 UTC,1%,"$180,840.88 ","$226,713.08 ","$45,872.20 ","$4,413.55 ",58,0,Aprovada,,,,,
1887,367,36,2022-08-29 00:32:50 UTC,2%,"$155,841.28 ","$207,527.60 ","$51,686.32 ","$5,492.07 ",44,5,Aprovada,,,,,
169,992,37,2017-04-04 09:33:29 UTC,2%,"$143,912.43 ","$179,264.45 ","$35,352.02 ","$4,011.39 ",90,3,Aprovada,,,,,
514,720,37,2022-07-08 02:07:37 UTC,2%,"$175,097.39 ","$228,404.09 ","$53,306.70 ","$4,802.24 ",69,6,Aprovada,,,,,
688,446,37,2018-10-11 11:22:09 UTC,1%,"$160,417.47 ","$212,662.97 ","$52,245.50 ","$41,263.96 ",4,5,Aprovada,,,,,
995,691,37,2015-10-06 21:20:05 UTC,2%,"$38,630.93 ","$75,077.50 ","$36,446.57 ",$950.72 ,70,0,Aprovada,,,,,
1093,53,37,2016-02-03 09:45:56 UTC,1%,"$22,818.67 ","$33,318.64 ","$10,499.97 ",$692.52 ,45,5,Aprovada,,,,,
1316,691,37,2021-06-29 02:13:08 UTC,2%,"$32,267.98 ","$44,016.38 ","$11,748.40 ",$660.68 ,95,4,Aprovada,,,,,
1440,22,37,2015-08-25 06:44:30 UTC,2%,"$119,168.44 ","$150,234.62 ","$31,066.18 ","$8,199.45 ",17,5,Aprovada,,,,,
166,797,38,2018-03-09 21:36:48 UTC,1%,"$29,005.84 ","$51,685.61 ","$22,679.77 ","$2,441.14 ",13,4,Aprovada,,,,,
264,883,38,2018-11-06 13:26:33 UTC,1%,"$39,658.66 ","$51,024.31 ","$11,365.65 ","$1,439.59 ",33,0,Aprovada,,,,,
454,767,38,2021-03-22 17:46:56 UTC,2%,"$60,002.52 ","$117,827.92 ","$57,825.40 ","$2,379.40 ",37,5,Aprovada,,,,,
703,508,38,2014-01-20 01:00:47 UTC,2%,"$120,208.59 ","$189,100.49 ","$68,891.90 ","$4,480.11 ",43,1,Aprovada,,,,,
994,117,38,2019-03-21 02:52:55 UTC,1%,"$15,485.55 ","$24,251.63 ","$8,766.08 ",$735.73 ,25,5,Aprovada,,,,,
1199,454,38,2015-07-03 00:57:37 UTC,2%,"$153,068.18 ","$186,991.14 ","$33,922.96 ","$156,649.98 ",1,5,Aprovada,,,,,
1426,226,38,2014-05-22 23:34:37 UTC,2%,"$203,774.31 ","$243,811.26 ","$40,036.95 ","$4,675.63 ",74,6,Aprovada,,,,,
1752,455,38,2021-03-30 22:07:32 UTC,1%,"$109,165.30 ","$204,223.76 ","$95,058.46 ","$5,578.01 ",23,0,Aprovada,,,,,
208,551,39,2018-01-02 03:48:45 UTC,1%,"$42,886.30 ","$82,355.14 ","$39,468.84 ",$768.37 ,91,6,Aprovada,,,,,
615,292,39,2016-01-13 07:15:42 UTC,1%,"$105,203.20 ","$130,136.29 ","$24,933.09 ","$2,121.53 ",75,3,Aprovada,,,,,
1723,74,39,2019-10-05 15:46:01 UTC,1%,"$9,475.49 ","$11,149.75 ","$1,674.26 ",$221.74 ,61,0,Aprovada,,,,,
1746,599,39,2012-10-05 07:22:25 UTC,2%,"$10,378.52 ","$13,825.63 ","$3,447.11 ",$364.38 ,44,1,Aprovada,,,,,
1834,268,39,2015-10-28 16:09:35 UTC,1%,"$108,807.51 ","$130,524.11 ","$21,716.60 ","$1,821.75 ",100,3,Aprovada,,,,,
159,873,40,2011-12-15 22:35:43 UTC,2%,"$61,178.43 ","$74,835.28 ","$13,656.85 ","$4,443.33 ",17,2,Aprovada,,,,,
1894,850,40,2015-02-11 17:48:22 UTC,2%,"$15,592.70 ","$19,794.48 ","$4,201.78 ",$337.59 ,104,6,Aprovada,,,,,
429,204,41,2014-01-31 01:43:40 UTC,1%,"$6,991.14 ","$9,489.28 ","$2,498.14 ",$103.10 ,112,5,Aprovada,,,,,
786,957,41,2020-02-20 02:01:51 UTC,2%,"$94,878.85 ","$163,065.82 ","$68,186.97 ","$2,362.75 ",90,1,Aprovada,,,,,
826,760,41,2012-04-30 02:24:26 UTC,1%,"$162,257.88 ","$226,427.62 ","$64,169.74 ","$3,054.56 ",106,5,Aprovada,,,,,
1461,606,41,2015-10-07 18:41:47 UTC,1%,"$49,796.93 ","$78,784.47 ","$28,987.54 ","$25,298.80 ",2,1,Aprovada,,,,,
445,118,42,2020-05-18 22:01:16 UTC,2%,"$33,240.82 ","$40,267.83 ","$7,027.01 ",$663.51 ,116,2,Aprovada,,,,,
1239,27,42,2022-05-06 23:32:01 UTC,2%,"$21,903.30 ","$42,712.26 ","$20,808.96 ",$453.67 ,103,6,Aprovada,,,,,
884,429,43,2016-07-01 05:23:40 UTC,1%,"$87,781.93 ","$169,487.11 ","$81,705.18 ","$1,277.10 ",119,3,Aprovada,,,,,
1174,389,43,2018-03-10 21:33:05 UTC,1%,"$45,133.66 ","$53,404.00 ","$8,270.34 ","$1,140.82 ",50,6,Aprovada,,,,,
1179,659,43,2013-07-24 03:51:56 UTC,2%,"$4,654.68 ","$7,574.38 ","$2,919.70 ",$218.53 ,29,0,Aprovada,,,,,
1255,636,43,2016-04-30 22:20:22 UTC,2%,"$118,803.36 ","$202,872.82 ","$84,069.46 ","$3,354.10 ",69,4,Aprovada,,,,,
1281,30,43,2014-07-12 15:44:07 UTC,2%,"$138,998.52 ","$234,244.23 ","$95,245.71 ","$8,015.43 ",21,6,Aprovada,,,,,
1843,877,43,2015-01-31 12:45:59 UTC,1%,"$14,591.99 ","$22,214.07 ","$7,622.08 ",$320.18 ,60,6,Aprovada,,,,,
77,627,44,2014-06-04 02:03:48 UTC,1%,"$141,470.62 ","$214,578.34 ","$73,107.72 ","$11,802.32 ",13,6,Aprovada,,,,,
96,220,44,2019-07-16 10:45:50 UTC,2%,"$159,669.25 ","$188,629.98 ","$28,960.73 ","$6,537.49 ",33,1,Aprovada,,,,,
119,822,44,2010-01-01 10:18:49 UTC,2%,"$76,158.68 ","$120,331.33 ","$44,172.65 ","$1,830.16 ",78,6,Aprovada,,,,,
501,392,44,2016-01-06 01:44:45 UTC,2%,"$57,012.83 ","$85,488.95 ","$28,476.12 ","$1,244.62 ",81,1,Aprovada,,,,,
634,696,45,2010-10-18 06:27:39 UTC,2%,"$57,267.22 ","$94,125.29 ","$36,858.07 ","$1,248.06 ",98,5,Aprovada,,,,,
1060,973,45,2013-03-03 12:07:42 UTC,2%,"$55,162.33 ","$97,950.92 ","$42,788.59 ","$1,193.40 ",101,1,Aprovada,,,,,
1347,116,45,2017-12-22 11:22:34 UTC,2%,"$168,528.93 ","$225,773.97 ","$57,245.04 ","$5,672.93 ",54,1,Aprovada,,,,,
1427,483,45,2010-09-15 21:29:54 UTC,2%,"$79,583.05 ","$99,754.25 ","$20,171.20 ","$2,236.81 ",75,3,Aprovada,,,,,
343,58,46,2011-09-27 00:04:24 UTC,2%,"$97,817.89 ","$175,932.38 ","$78,114.49 ","$3,183.27 ",51,3,Aprovada,,,,,
1054,844,46,2014-07-27 17:14:46 UTC,1%,"$12,756.53 ","$24,664.06 ","$11,907.53 ",$267.71 ,64,2,Aprovada,,,,,
1375,95,46,2022-07-22 20:39:18 UTC,1%,"$113,466.12 ","$158,048.23 ","$44,582.11 ","$3,113.53 ",51,2,Aprovada,,,,,
1699,398,46,2016-08-20 11:15:30 UTC,2%,"$113,319.56 ","$180,095.69 ","$66,776.13 ","$3,508.35 ",64,5,Aprovada,,,,,
250,794,47,2020-05-19 03:39:01 UTC,2%,"$148,973.40 ","$178,047.17 ","$29,073.77 ","$11,207.23 ",15,0,Aprovada,,,,,
1010,430,47,2013-06-05 11:43:21 UTC,1%,"$14,371.03 ","$26,635.47 ","$12,264.44 ",$576.58 ,30,3,Aprovada,,,,,
1410,840,47,2014-06-04 20:30:34 UTC,2%,"$189,484.99 ","$233,508.24 ","$44,023.25 ","$4,861.29 ",60,6,Aprovada,,,,,
1549,658,47,2020-11-23 03:50:19 UTC,2%,"$58,686.45 ","$110,594.38 ","$51,907.93 ","$1,631.00 ",90,6,Aprovada,,,,,
1989,914,47,2010-12-10 09:41:23 UTC,2%,"$99,503.67 ","$198,915.94 ","$99,412.27 ","$3,003.11 ",54,2,Aprovada,,,,,
504,932,48,2013-11-03 22:05:37 UTC,2%,"$108,235.58 ","$149,449.25 ","$41,213.67 ","$19,486.19 ",6,0,Aprovada,,,,,
590,443,48,2017-01-01 19:40:05 UTC,1%,"$77,985.92 ","$147,389.48 ","$69,403.56 ","$16,267.87 ",5,4,Aprovada,,,,,
952,40,48,2015-05-28 01:04:06 UTC,2%,"$87,516.60 ","$121,981.10 ","$34,464.50 ","$2,403.82 ",57,5,Aprovada,,,,,
1104,938,48,2016-09-25 19:11:45 UTC,1%,"$99,604.28 ","$189,103.76 ","$89,499.48 ","$1,776.55 ",78,3,Aprovada,,,,,
1435,699,48,2014-03-21 03:08:24 UTC,2%,"$3,659.28 ","$4,408.73 ",$749.45 ,$89.56 ,93,1,Aprovada,,,,,
1479,934,48,2022-04-07 00:51:09 UTC,1%,"$34,973.73 ","$62,997.85 ","$28,024.12 ",$878.78 ,51,5,Aprovada,,,,,
689,80,49,2011-05-13 16:15:02 UTC,2%,"$159,783.16 ","$201,322.86 ","$41,539.70 ","$14,331.61 ",13,6,Aprovada,,,,,
791,542,49,2016-02-29 10:11:10 UTC,2%,"$125,304.94 ","$188,872.35 ","$63,567.41 ","$64,509.87 ",2,0,Aprovada,,,,,
861,261,49,2019-08-18 08:14:47 UTC,2%,"$122,367.54 ","$181,496.90 ","$59,129.36 ","$3,234.47 ",66,3,Aprovada,,,,,
1321,208,49,2021-04-19 23:12:43 UTC,1%,"$33,511.77 ","$48,519.58 ","$15,007.81 ",$846.89 ,59,2,Aprovada,,,,,
1690,96,49,2018-09-28 23:05:57 UTC,2%,"$120,462.05 ","$240,896.16 ","$120,434.11 ","$4,115.70 ",49,4,Aprovada,,,,,
144,962,50,2010-09-19 00:10:09 UTC,2%,"$2,424.35 ","$4,049.81 ","$1,625.46 ",$84.27 ,47,4,Aprovada,,,,,
248,650,50,2013-04-26 12:34:24 UTC,1%,"$79,824.40 ","$125,158.15 ","$45,333.75 ","$1,518.93 ",84,2,Aprovada,,,,,
633,856,50,2022-03-09 18:28:51 UTC,2%,"$18,163.39 ","$32,862.38 ","$14,698.99 ",$439.27 ,91,5,Aprovada,,,,,
90,413,51,2017-07-11 10:38:56 UTC,2%,"$72,237.78 ","$110,221.47 ","$37,983.69 ","$5,203.04 ",16,4,Aprovada,,,,,
358,813,51,2016-04-29 07:28:44 UTC,2%,"$48,201.85 ","$68,406.81 ","$20,204.96 ","$1,970.07 ",38,3,Aprovada,,,,,
690,504,51,2011-09-04 23:17:00 UTC,2%,"$147,949.08 ","$202,456.02 ","$54,506.94 ","$5,424.83 ",43,2,Aprovada,,,,,
1408,660,51,2021-08-18 15:58:09 UTC,2%,"$16,288.50 ","$20,309.99 ","$4,021.49 ",$398.99 ,111,5,Aprovada,,,,,
280,442,52,2010-07-02 13:05:30 UTC,2%,"$93,425.41 ","$146,359.10 ","$52,933.69 ","$2,861.27 ",46,5,Aprovada,,,,,
293,583,52,2013-07-17 05:07:23 UTC,2%,"$109,223.76 ","$157,513.32 ","$48,289.56 ","$7,351.67 ",17,0,Aprovada,,,,,
510,996,52,2021-01-16 05:11:02 UTC,2%,"$143,086.30 ","$176,897.30 ","$33,811.00 ","$5,030.93 ",40,1,Aprovada,,,,,
